occupancy,length_stay,month,openness,monthly_avg_occupancy,nightly_rate,monthly_rate,guests
0.322580645,3.25,10,31,0.3412273734258343,150.4789978,4514.369934,5
0.0,4.749502715945883,4,31,0.3263502284471355,327.04738032354703,9811.42140970641,5
0.0,4.749502715945883,7,30,0.39569542972408456,327.04738032354703,9811.42140970641,5
0.464285714,2.5,9,28,0.440423965025463,155.5184573,4665.553719,5
0.129032258,1.0,8,31,0.3947702089398126,148.9799957,4469.399871,5
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,5
0.032258065,1.0,1,31,0.29308145186323187,148.9799957,4469.399871,5
0.133333333,1.0,2,30,0.31671274185983456,148.9799957,4469.399871,5
0.129032258,2.0,6,31,0.380212925989781,148.9799957,4469.399871,5
0.032258065,1.0,5,31,0.36797611979267164,148.9799957,4469.399871,5
0.033333333,1.0,3,30,0.32480760221484917,148.9799957,4469.399871,5
0.0,4.749502715945883,8,31,0.3947702089398126,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,1,31,0.29308145186323187,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,6,2,0.380212925989781,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,10,31,0.3412273734258343,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,4,31,0.3263502284471355,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,7,30,0.39569542972408456,327.04738032354703,9811.42140970641,8
0.064516129,2.0,8,31,0.3947702089398126,248.9749985,7469.249955,8
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,1,31,0.29308145186323187,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,6,31,0.380212925989781,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,5,31,0.36797611979267164,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,3,30,0.32480760221484917,327.04738032354703,9811.42140970641,8
0.258064516,1.142857143,10,31,0.3412273734258343,424.9612465,12748.837395,8
0.0,4.749502715945883,4,31,0.3263502284471355,327.04738032354703,9811.42140970641,8
0.066666667,1.0,7,30,0.39569542972408456,450.0,13500.0,8
0.35483871,2.4,11,31,0.4113048915317965,404.5236317,12135.708951,8
0.214285714,1.2,9,28,0.440423965025463,516.6183421,15498.550263,8
0.0,4.749502715945883,8,31,0.3947702089398126,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,1,31,0.29308145186323187,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,6,31,0.380212925989781,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,5,31,0.36797611979267164,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,3,30,0.32480760221484917,327.04738032354703,9811.42140970641,8
0.774193548,2.0,10,31,0.3412273734258343,252.0562471,7561.687413000001,8
0.290322581,1.8,4,31,0.3263502284471355,189.9866638,5699.599914,8
0.3,2.25,7,30,0.39569542972408456,251.0977783,7532.933349,8
0.75,2.333333333,9,28,0.440423965025463,259.2585689,7777.7570670000005,8
0.612903226,2.125,8,31,0.3947702089398126,233.9231559,7017.694677,8
0.566666667,2.428571429,0,30,0.302981447302315,170.8623487,5125.870461,8
0.225806452,1.75,1,31,0.29308145186323187,189.9799957,5699.399871,8
0.366666667,1.571428571,2,30,0.31671274185983456,179.0709048,5372.127144,8
0.774193548,3.0,6,31,0.380212925989781,162.1158291,4863.474873,8
0.483870968,2.666666667,5,31,0.36797611979267164,174.5359955,5236.079865000001,8
0.3,2.0,3,30,0.32480760221484917,188.2211066,5646.633198,8
0.0,4.749502715945883,4,5,0.3263502284471355,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,8,31,0.3947702089398126,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,1,31,0.29308145186323187,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,6,31,0.380212925989781,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,5,31,0.36797611979267164,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,3,30,0.32480760221484917,327.04738032354703,9811.42140970641,7
0.0,4.749502715945883,10,31,0.3412273734258343,327.04738032354703,9811.42140970641,10
0.0,4.749502715945883,9,28,0.440423965025463,327.04738032354703,9811.42140970641,10
0.0,4.749502715945883,8,31,0.3947702089398126,327.04738032354703,9811.42140970641,10
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,10
0.0,4.749502715945883,1,4,0.29308145186323187,327.04738032354703,9811.42140970641,10
0.533333333,2.285714286,7,30,0.39569542972408456,492.1475029,14764.425087,16
0.266666667,3.0,0,30,0.302981447302315,421.8250084,12654.750252,16
0.419354839,2.2,5,31,0.36797611979267164,494.9446153,14848.338459,16
0.2,2.5,3,30,0.32480760221484917,458.2833405,13748.500215,16
0.448275862,2.857142857,10,29,0.3412273734258343,176.5184573,5295.553719,8
0.321428571,1.5,9,28,0.440423965025463,186.0911068,5582.733204,8
0.161290323,1.0,8,31,0.3947702089398126,194.9799957,5849.399871,8
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,8
0.529411765,4.749502715945883,2,17,0.31671274185983456,168.3133291,5049.399873,8
0.0,4.749502715945883,6,10,0.380212925989781,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,9,2,0.440423965025463,327.04738032354703,9811.42140970641,8
0.419354839,4.25,10,31,0.3412273734258343,107.8346135,3235.0384050000002,6
1.0,4.749502715945883,4,31,0.3263502284471355,110.4712876,3314.1386279999997,6
0.321428571,2.75,9,28,0.440423965025463,110.0988871,3302.966613,6
0.35483871,2.333333333,8,31,0.3947702089398126,159.980905,4799.42715,6
0.5,2.5,0,30,0.302981447302315,120.3193303,3609.579909,6
0.193548387,1.5,1,31,0.29308145186323187,187.4799957,5624.399871,6
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,6
0.064516129,2.0,6,31,0.380212925989781,164.9799957,4949.399871,6
1.0,4.749502715945883,3,30,0.32480760221484917,110.9873306,3329.6199180000003,6
0.0,4.749502715945883,4,31,0.3263502284471355,327.04738032354703,9811.42140970641,8
0.5,2.5,7,30,0.39569542972408456,400.0,12000.0,8
0.258064516,1.8,11,31,0.4113048915317965,287.5,8625.0,8
0.483870968,2.142857143,8,31,0.3947702089398126,290.9626607,8728.879821,8
0.466666667,2.8,0,30,0.302981447302315,290.9649963,8728.949889,8
0.129032258,4.0,1,31,0.29308145186323187,424.9599915,12748.799745,8
0.0,4.749502715945883,2,30,0.31671274185983456,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,5,31,0.36797611979267164,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,3,30,0.32480760221484917,327.04738032354703,9811.42140970641,8
0.8,1.142857143,10,10,0.3412273734258343,208.9799957,6269.399871,8
0.518518519,1.444444444,4,27,0.3263502284471355,214.6942814,6440.828442,8
0.333333333,1.333333333,11,12,0.4113048915317965,209.0,6270.0,8
0.666666667,1.0,9,6,0.440423965025463,208.9799957,6269.399871,8
0.578947368,1.222222222,8,19,0.3947702089398126,225.6136336,6768.409008,8
0.230769231,1.2,1,26,0.29308145186323187,225.6466624,6769.399872,8
0.888888889,2.0,2,18,0.31671274185983456,211.4799957,6344.399871,8
0.909090909,1.25,6,11,0.380212925989781,210.9799957,6329.399871,8
0.461538462,1.3,3,26,0.32480760221484917,217.3133291,6519.399873,8
0.8,1.142857143,10,10,0.3412273734258343,208.9799957,6269.399871,8
0.518518519,1.444444444,4,27,0.3263502284471355,214.6942814,6440.828442,8
0.333333333,1.333333333,11,12,0.4113048915317965,209.0,6270.0,8
0.666666667,1.0,9,6,0.440423965025463,208.9799957,6269.399871,8
0.578947368,1.222222222,8,19,0.3947702089398126,225.6136336,6768.409008,8
0.230769231,1.2,1,26,0.29308145186323187,225.6466624,6769.399872,8
0.833333333,2.142857143,2,18,0.31671274185983456,211.6466624,6349.399872,8
0.909090909,1.25,6,11,0.380212925989781,210.9799957,6329.399871,8
0.461538462,1.3,3,26,0.32480760221484917,217.3133291,6519.399873,8
0.612903226,3.166666667,4,31,0.3263502284471355,122.8273657,3684.820971,7
0.566666667,2.25,7,30,0.39569542972408456,167.1658814,5014.976441999999,7
0.741935484,2.444444444,8,31,0.3947702089398126,161.3708688,4841.126064,7
0.8,2.444444444,0,30,0.302981447302315,133.0658318,3991.9749540000003,7
0.612903226,2.857142857,1,31,0.29308145186323187,124.3805233,3731.4156989999997,7
0.741935484,3.0,6,31,0.380212925989781,141.8973886,4256.921658,7
0.741935484,2.3,5,31,0.36797611979267164,152.2878232,4568.634696,7
0.433333333,2.0,3,30,0.32480760221484917,129.9069202,3897.207606,7
0.774193548,2.0,10,31,0.3412273734258343,346.960837,10408.825110000002,8
0.35483871,1.571428571,4,31,0.3263502284471355,150.252723,4507.58169,8
0.366666667,2.0,7,30,0.39569542972408456,208.5400002,6256.200006,8
0.733333333,2.333333333,11,30,0.4113048915317965,351.1363636,10534.090908,8
0.607142857,1.777777778,9,28,0.440423965025463,354.2535347,10627.606041,8
0.387096774,1.833333333,8,31,0.3947702089398126,278.7199974,8361.599922000001,8
0.333333333,1.666666667,0,30,0.302981447302315,191.1799957,5735.3998710000005,8
0.322580645,1.375,1,31,0.29308145186323187,195.0769974,5852.309922,8
0.466666667,2.166666667,2,30,0.31671274185983456,160.5514243,4816.542729000001,8
0.483870968,1.5,6,31,0.380212925989781,163.7799957,4913.399871,8
0.35483871,1.571428571,5,31,0.36797611979267164,170.5254503,5115.763508999999,8
0.366666667,1.375,3,30,0.32480760221484917,156.252723,4687.58169,8
0.0,4.749502715945883,10,14,0.3412273734258343,327.04738032354703,9811.42140970641,10
0.0,4.749502715945883,9,3,0.440423965025463,327.04738032354703,9811.42140970641,10
0.322580645,2.0,10,31,0.3412273734258343,472.4500061,14173.500183,9
0.129032258,2.0,4,31,0.3263502284471355,274.9700012,8249.100036,9
0.428571429,2.0,9,28,0.440423965025463,437.4541702,13123.625106000001,9
0.387096774,2.4,8,31,0.3947702089398126,383.2900035,11498.700105,9
0.1,3.0,0,30,0.302981447302315,283.3033346,8499.100038,9
0.066666667,1.0,2,30,0.31671274185983456,274.9700012,8249.100036,9
0.225806452,1.75,6,31,0.380212925989781,296.3957127,8891.871380999999,9
0.290322581,2.5,5,31,0.36797611979267164,311.0755514,9332.266542,9
0.133333333,1.0,3,30,0.32480760221484917,274.9700012,8249.100036,9
0.419354839,2.5,10,31,0.3412273734258343,316.1161499,9483.484497,8
1.0,1.24,4,31,0.3263502284471355,247.4077404,7422.232212,8
1.0,1.071428571,7,30,0.39569542972408456,265.6636668,7969.910003999999,8
0.548387097,1.214285714,11,31,0.4113048915317965,329.4100001,9882.300003,8
0.357142857,2.5,9,28,0.440423965025463,325.9619934,9778.859801999999,8
0.161290323,5.0,8,31,0.3947702089398126,267.9659973,8038.979919000001,8
0.0,4.749502715945883,0,30,0.302981447302315,327.04738032354703,9811.42140970641,8
0.0,4.749502715945883,1,31,0.29308145186323187,327.04738032354703,9811.42140970641,8
